PROVIDER_ID|PROV_ADD_ID|ADDRESS_TYPE_CD|ADDRESS_LINE_1|ADDRESS_LINE_2|CITY|STATE_CD|ZIP|PHONE|PHONE_EXT|FAX|COUNTY|EFFECTIVE_DT|TERM_DT|COUNTRY_CD
BLA000020754^BLA0NA|RMT^19950815_000000.|Mailing|1122 Eighth Street||Morgan City|LA|70380|9853853000||9853853002|Saint Mary|1995-08-15|9999-12-31|USA
BLA000020784^BLA0NA|P01^19970110_000000.|Physical|2335 Church Street|Suite F|Zachary|LA|70791|2256540027||2256540052|East Baton Rouge|1997-01-10|9999-12-31|USA
BLA000020784^BLA0NA|RMT^20050330_000000.|Mailing|2335 Church Street|Suite F|Zachary|LA|70791-2708|2256540027||2256540052|East Baton Rouge|2005-03-30|9999-12-31|USA
BLA000020811^BLA0NA|P04^20130102_000000.|Physical|3434 Prytania St|Ste 300|New Orleans|LA|70115|5048974425||5048965249|Orleans|2013-01-02|9999-12-31|USA
BLA000020811^BLA0NA|RMT^20000101_000000.|Mailing|3434 Prytania St|Ste 300|New Orleans|LA|70115-3531|5048974425||5048965249|Orleans|2000-01-01|9999-12-31|USA
BLA000020938^BLA0NA|P01^20160101_000000.|Physical|1990 Industrial Blvd||Houma|LA|70363-7055|9858735130||9858731766|Terrebonne|2016-01-01|9999-12-31|USA
BLA000020938^BLA0NA|PRI^20060906_000000.|Physical|1990 Industrial Blvd||Houma|LA|70363|9858735130||9858731766|Terrebonne|2006-09-06|9999-12-31|USA
BLA000020938^BLA0NA|RMT^20000101_000000.|Mailing|1990 Industrial Blvd||Houma|LA|70363-7055|9858689300||9858510053|Terrebonne|2000-01-01|9999-12-31|USA
BLA000021038^BLA0NA|P03^19950815_000000.|Mailing|827 North Union Street||Opelousas|LA|70570|3379481802||3379429074|Saint Landry|1995-08-15|9999-12-31|USA
BLA000021054^BLA0NA|PRI^20000607_000000.|Physical|502 Barrow Street||Houma|LA|70360|9858762150||9858767413|Terrebonne|2000-06-07|9999-12-31|USA
BLA000021054^BLA0NA|RMT^20000101_000000.|Mailing|502 Barrow St||Houma|LA|70360|||||2000-01-01|9999-12-31|USA
BLA000021063^BLA0NA|PRI^20021001_000000.|Physical|151 Leon Street|Suite B|Eunice|LA|70535|3374578166||8883713069|Saint Landry|2002-10-01|9999-12-31|USA
BLA000021063^BLA0NA|RMT^20000101_000000.|Mailing|151 Leon Ave|Ste B|Eunice|LA|70535|3374578166||8883713069||2000-01-01|9999-12-31|USA
BLA000021143^BLA0NA|P02^20131024_000000.|Physical|519 Metairie Road||Metairie|LA|70005|5048386000||5048356685|Jefferson|2013-10-24|9999-12-31|USA
BLA000021143^BLA0NA|RMT^20000101_000000.|Mailing|519 Metairie Road||Metairie|LA|70055|5048386000||5048356685||2000-01-01|9999-12-31|USA
BLA000021215^BLA0NA|P03^20090727_000000.|Physical|1211 Coolidge Blvd Ste 301||Lafayette|LA|70503|3372611919||3372611599|Lafayette|2009-07-27|9999-12-31|USA
BLA000021215^BLA0NA|RMT^20090727_000000.|Mailing|1211 Coolidge Blvd Ste 301||Lafayette|LA|70503|3372611919||3372611599|Lafayette|2009-07-27|9999-12-31|USA
BLA000021332^BLA0NA|PRI^19960719_000000.|Physical|600 E Gloria Switch Rd||Lafayette|LA|70507|3372356211||3372350852|Lafayette|1996-07-19|9999-12-31|USA
BLA000021332^BLA0NA|RMT^19960719_000000.|Mailing|600 E Gloria Switch Rd||Lafayette|LA|70507|3372356211||3372350852|Lafayette|1996-07-19|9999-12-31|USA
BLA000021396^BLA0NA|P01^20051027_000000.|Physical|631 W Maple Ave||Eunice|LA|70535|3375460424||3374577989|Saint Landry|2005-10-27|9999-12-31|USA
BLA000021396^BLA0NA|RMT^20110503_000000.|Mailing|PO Box 967||Eunice|LA|70535-0967|3375460424||3374577989|Saint Landry|2011-05-03|9999-12-31|USA
BLA000021412^BLA0NA|P01^19950815_000000.|Physical|1255 Avenue D||Marrero|LA|70072|5043475435||5043492119|Jefferson|1995-08-15|9999-12-31|USA
BLA000021412^BLA0NA|RMT^19800601_000000.|Mailing|1255 Avenue D||Marrero|LA|70072-3127|5043475435||5043492119|Jefferson|1980-06-01|9999-12-31|USA
BLA000021412^EHI0NA|P01^19950815_000000.|Physical|1255 Avenue D||Marrero|LA|70072|5043475435||5043492119|Jefferson|1995-08-15|9999-12-31|USA
BLA000021412^EHI0NA|RMT^19800601_000000.|Mailing|1255 Avenue D||Marrero|LA|70072-3127|5043475435||5043492119|Jefferson|1980-06-01|9999-12-31|USA
BLA000021413^BLA0NA|P01^20050526_000000.|Physical|200 South 7th Street||Eunice|LA|70535|3374571599||3374571275|Saint Landry|2005-05-26|9999-12-31|USA
BLA000021413^BLA0NA|RMT^20050526_000000.|Mailing|330 South 9th Street||Eunice|LA|70535|3374682767||3374684170|Saint Landry|2005-05-26|9999-12-31|USA
BLA000021443^BLA0NA|P01^19960101_000000.|Physical|604 Chevelle Ct|Ste C|Baton Rouge|LA|70806-6550|2259261495||2259262013|East Baton Rouge|1996-01-01|9999-12-31|USA
BLA000021443^BLA0NA|RMT^20020611_000000.|Mailing|604 Chevelle Ct|Ste C|Baton Rouge|LA|70806-6571|2259261495||2259262013|East Baton Rouge|2002-06-11|9999-12-31|
BLA000021446^BLA0NA|PRI^20110812_000000.|Physical|11323 Church Street||Clinton|LA|70722|2256833377||2256833370|East Feliciana|2011-08-12|9999-12-31|USA
BLA000021446^BLA0NA|RMT^20000101_000000.|Mailing|Po Box 8348||Clinton|LA|70722|2256833377||2256833370||2000-01-01|9999-12-31|USA
BLA000021468^BLA0NA|P01^19900115_000000.|Mailing|12902 Plank Road||Baker|LA|70714|2257743883||2257747777|East Baton Rouge|1990-01-15|9999-12-31|USA
BLA000021483^BLA0NA|P02^20080716_000000.|Physical|6214 Highway 10||Greensburg|LA|70441|2252223206||2252223190|Saint Helena|2008-07-16|9999-12-31|USA
BLA000021483^BLA0NA|RMT^20160101_000000.|Mailing|PO Box 20472||Belfast|ME|04915-4099|2252223206||2252223190|Waldo|2016-01-01|9999-12-31|USA
BLA000021485^BLA0NA|P03^20111017_000000.|Physical|1108 Saint James St||Vacherie|LA|70090|2252654087||2252654006|Saint James|2011-10-17|9999-12-31|
BLA000021485^BLA0NA|RMT^20000101_000000.|Mailing|1108 Saint James St||Vacherie|LA|70090|2252654087||2252654006||2000-01-01|9999-12-31|USA
BLA000021486^BLA0NA|P01^19991004_000000.|Physical|7373 Perkins Rd||Baton Rouge|LA|70808-4326|2257694044||2252469129|East Baton Rouge|1999-10-04|9999-12-31|USA
BLA000021486^BLA0NA|RMT^20150612_000000.|Mailing|7373 Perkins Road||Baton Rouge|LA|70808|2252469738||2252469116|East Baton Rouge|2015-06-12|9999-12-31|
BLA000021525^BLA0NA|P02^20051115_000000.|Physical|15744 Medical Arts Plaza||Hammond|LA|70403|9853454484||9853450782|Tangipahoa|2005-11-15|9999-12-31|USA
BLA000021525^BLA0NA|RMT^20140113_000000.|Mailing|15744 Medical Arts Dr||Hammond|LA|70403|9853454484||9853450782|Tangipahoa|2014-01-13|9999-12-31|
BLA000021529^BLA0NA|P01^20000413_000000.|Mailing|750 Camp Street||New Orleans|LA|70130|5045255262||5045244671|Orleans|2000-04-13|9999-12-31|USA
BLA000022269^BLA0NA|PRI^20000607_000000.|Physical|911 Verret St||Houma|LA|70360|9858767388||9858722878|Terrebonne|2000-06-07|9999-12-31|USA
BLA000022269^BLA0NA|RMT^20000101_000000.|Mailing|911 Verret St||Houma|LA|70360|9858767388||9858763378||2000-01-01|9999-12-31|USA
BLA000022289^BLA0NA|P01^20010618_000000.|Physical|7373 Perkins Rd||Baton Rouge|LA|70808-4326|2257694044||2252469112|East Baton Rouge|2001-06-18|9999-12-31|USA
BLA000022289^BLA0NA|RMT^20160101_000000.|Mailing|7373 Perkins Road||Baton Rouge|LA|70808|2252469738||2252469116|East Baton Rouge|2016-01-01|9999-12-31|USA
BLA000022300^BLA0NA|P02^20140101_000000.|Physical|7373 Perkins Road||Baton Rouge|LA|70808|2257694044||2252469195|East Baton Rouge|2014-01-01|9999-12-31|USA
BLA000022358^BLA0NA|P02^20060914_000000.|Physical|3034 Ray Weiland Drive||Baker|LA|70714|2257758500||2257750289|East Baton Rouge|2006-09-14|9999-12-31|USA
BLA000022358^BLA0NA|RMT^20000101_000000.|Mailing|3034 Ray Weiland Drive||Baker|LA|70714-3200|2257758500||2257750289|East Baton Rouge|2000-01-01|9999-12-31|USA
BLA000022540^BLA0NA|P01^20010618_000000.|Physical|7373 Perkins Rd||Baton Rouge|LA|70808-4326|2257694044||2252469130|East Baton Rouge|2001-06-18|9999-12-31|USA
BLA000022540^BLA0NA|RMT^20150612_000000.|Mailing|7373 Perkins Road||Baton Rouge|LA|70808|2252469738||2252469116|East Baton Rouge|2015-06-12|9999-12-31|USA
BLA000022613^BLA0NA|P03^20130130_000000.|Physical|1150 Robert Boulevard|Suite 100|Slidell|LA|70458|9856461122||8884640738|Saint Tammany|2013-01-30|9999-12-31|USA
BLA000022613^BLA0NA|RMT^20000101_000000.|Mailing|1150 Robert Blvd|Suite 100|Slidell|LA|70458|9856461122||8884640738||2000-01-01|9999-12-31|USA
BLA000022638^BLA0NA|P01^20160615_000000.|Physical|10630 North Oak Hills Parkway|Suite B|Baton Rouge|LA|70810-0101|2257664811||2257664814|East Baton Rouge|2016-06-15|9999-12-31|
BLA000022638^BLA0NA|RMT^20160615_000000.|Mailing|P O Box 18174||Baton Rouge|LA|70810|2257664811||2257664814|East Baton Rouge|2016-06-15|9999-12-31|USA
BLA000022659^BLA0NA|PRI^20000112_000000.|Physical|2313 East Main Street||New Iberia|LA|70560|3373659602||3373650071|Iberia|2000-01-12|9999-12-31|USA
BLA000022659^BLA0NA|RMT^20000112_000000.|Mailing|2313 East Main Street||New Iberia|LA|70560|3373659602||3373650071|Iberia|2000-01-12|9999-12-31|USA
BLA000022675^BLA0NA|P02^20120713_000000.|Physical|3939 Houma Blvd|Ste 216|Metairie|LA|70006-2923|5048883292||5048883692|Jefferson|2012-07-13|9999-12-31|USA
BLA000022675^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 19409||New Orleans|LA|70179-0409|5048883292||5048883692||2000-01-01|9999-12-31|USA
BLA000022680^BLA0NA|P01^19991001_000000.|Physical|7373 Perkins Rd||Baton Rouge|LA|70808-4326|2257694044||2252469130|East Baton Rouge|1999-10-01|9999-12-31|USA
BLA000022680^BLA0NA|RMT^20160101_000000.|Mailing|7373 Perkins Road||Baton Rouge|LA|70808|2252469738||2252469116|East Baton Rouge|2016-01-01|9999-12-31|USA
BLA000022691^BLA0NA|P02^20070308_000000.|Physical|1400 West Highway 190||Slidell|LA|70460-8331|9856461226||9856460013|Saint Tammany|2007-03-08|9999-12-31|USA
BLA000022691^BLA0NA|RMT^20000101_000000.|Mailing|1400 West Highway 190||Slidell|LA|70460-8331|9856461226||0000000000|Saint Tammany|2000-01-01|9999-12-31|USA
BLA000022762^BLA0NA|P01^20000701_000000.|Mailing|5131 Essen Ln||Baton Rouge|LA|70809|2257690043||2257690133|East Baton Rouge|2000-07-01|9999-12-31|USA
BLA000022899^BLA0NA|P03^20100101_000000.|Physical|7901 Downman Rd||New Orleans|LA|70126-1200|5042441991||5042441984|Orleans|2010-01-01|9999-12-31|USA
BLA000022899^BLA0NA|RMT^20131015_000000.|Mailing|7901 Downman Rd||New Orleans|LA|70126-1200|5042441991||5042441984|Orleans|2013-10-15|9999-12-31|USA
BLA000023005^BLA0NA|P03^20100601_000000.|Physical|11424 Sullivan Rd|Ste B1|Baton Rouge|LA|70818-3615|2252619790||2252619909|East Baton Rouge|2010-06-01|9999-12-31|USA
BLA000023005^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023010^BLA0NA|P04^20100614_000000.|Physical|8150 Jefferson Place||Baton Rouge|LA|70809|2253363100||2253363147|East Baton Rouge|2010-06-14|9999-12-31|USA
BLA000023010^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54987||New Orleans|LA|70154|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023188^BLA0NA|P02^20090131_000000.|Mailing|151 Meadowcrest St|Ste D|Gretna|LA|70056|5043930746||5043930910|Jefferson|2009-01-31|9999-12-31|USA
BLA000023245^BLA0NA|P07^20090520_000000.|Physical|101 W Robert E Lee Blvd|Ste 201|New Orleans|LA|70124|5048469646||5048469647|Orleans|2009-05-20|9999-12-31|USA
BLA000023245^BLA0NA|RMT^20000101_000000.|Mailing|Po  Box 54851||New Orleans|LA|70154|5048424190||5048427806||2000-01-01|9999-12-31|USA
BLA000023248^BLA0NA|P02^20140203_000000.|Physical|1401 Jefferson Highway||New Orleans|LA|70121|5048424747||5048421242|Jefferson|2014-02-03|9999-12-31|USA
BLA000023248^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023268^BLA0NA|P02^20070706_000000.|Physical|1514 Jefferson Hwy||New Orleans|LA|70121|5048424055||5048423032|Jefferson|2007-07-06|9999-12-31|USA
BLA000023268^BLA0NA|P03^20070706_000000.|Physical|2810 E Causeway Approach||Mandeville|LA|70448|9858752340||9858752737|Saint Tammany|2007-07-06|9999-12-31|USA
BLA000023268^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154|5048424190||5048427806||2000-01-01|9999-12-31|USA
BLA000023281^BLA0NA|P01^20050207_000000.|Physical|2810 E Causeway Approach||Mandeville|LA|70448|9858752340||9858752737|Saint Tammany|2005-02-07|9999-12-31|USA
BLA000023281^BLA0NA|P02^20060322_000000.|Physical|1000 Ochsner Blvd||Covington|LA|70433|9858752828||9858752728|Saint Tammany|2006-03-22|9999-12-31|USA
BLA000023281^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023288^BLA0NA|P08^20081201_000000.|Physical|200 W Esplanade Ave|Ste 210|Kenner|LA|70065|5044648588||5044648586|Jefferson|2008-12-01|9999-12-31|USA
BLA000023288^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023290^BLA0NA|P05^20140203_000000.|Physical|1401 Jefferson Hwy||New Orleans|LA|70121|5048424747||5048421242|Jefferson|2014-02-03|9999-12-31|USA
BLA000023290^BLA0NA|RMT^20000101_000000.|Mailing|PO  Box 54851||New Orleans|LA|70154-4851|5048424111||5048426163|Orleans|2000-01-01|9999-12-31|USA
BLA000023294^BLA0NA|P01^20031020_000000.|Physical|1000 Ochsner Blvd||Covington|LA|70433|9858752828||9858752830|Saint Tammany|2003-10-20|9999-12-31|USA
BLA000023294^BLA0NA|P02^20060426_000000.|Physical|2810 E Causeway Approach||Mandeville|LA|70448|9858752340||9858752366|Saint Tammany|2006-04-26|9999-12-31|USA
BLA000023294^BLA0NA|RMT^20000101_000000.|Mailing|Po  Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023295^BLA0NA|002^20000101_000000.|Physical|1221 South Clearview Parkway|Building B|New Orleans|LA|70121|5047364860||5047364994|Jefferson|2000-01-01|9999-12-31|
BLA000023295^BLA0NA|RMT^20000101_000000.|Mailing|Po  Box 54851||New Orleans|LA|70154|5048424190||5048427806||2000-01-01|9999-12-31|USA
BLA000023300^BLA0NA|P01^20130627_000000.|Physical|1000 Ochsner Boulevard||Covington|LA|70433|9858752828|||Saint Tammany|2013-06-27|9999-12-31|
BLA000023300^BLA0NA|P02^20130627_000000.|Physical|1000 Ochsner Boulevard||Covington|LA|70433|9858752828|||Saint Tammany|2013-06-27|9999-12-31|
BLA000023300^BLA0NA|P03^20170701_000000.|Physical|318 North Canal Boulevard||Thibodaux|LA|70301|9854465210||9854468327|Lafourche|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P04^20170701_000000.|Physical|111C Robert E Lee Boulevard||New Orleans|LA|70124|5042862004||5042862001|Orleans|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P05^20170701_000000.|Physical|5922 West Main Street|Suite A|Houma|LA|70360|9852628015||9852628016|Terrebonne|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P06^20050803_000000.|Physical|22070 Highway 59|Ste C|Abita Springs|LA|70420|9858920879||9858924984|Saint Tammany|2005-08-03|9999-12-31|USA
BLA000023300^BLA0NA|P07^20170701_000000.|Physical|12895 Highway 90|Suite H|Luling|LA|70070|9853319400||9853319401|Saint Charles|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P08^20170701_000000.|Physical|9605 Jefferson Highway||New Orleans|LA|70123|5047399494||5047399495|Jefferson|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P09^20170701_000000.|Physical|231 North Carrollton Avenue||New Orleans|LA|70119|5042184853||5042184890|Orleans|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P10^20170701_000000.|Physical|4605 Magazine Street||New Orleans|LA|70115|5048917676||5048917677|Orleans|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P11^20170701_000000.|Physical|1625 Barataria Boulevard|Suite A|Marrero|LA|70072|5043095015||5043095012|Jefferson|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P12^20170701_000000.|Physical|2215 Veterans Memorial Boulevard||Metairie|LA|70002|5048383524||5048286155|Jefferson|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P13^20170701_000000.|Physical|3417 William Boulevard||Kenner|LA|70065|5044619660||5044618450|Jefferson|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|P14^20170701_000000.|Physical|3530 Houma Boulevard|Suite 201|Metairie|LA|70006|5047792667||5048897120|Jefferson|2017-07-01|9999-12-31|
BLA000023300^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023303^BLA0NA|P01^20100722_000000.|Physical|2005 Veterans Memorial Boulevard|Medical Office Building|Metairie|LA|70002|5048369820||5048369821|Jefferson|2010-07-22|9999-12-31|
BLA000023303^BLA0NA|RMT^19920720_000000.|Mailing|PO Box 54851||New Orleans|LA|70154|5048424190||5048427806|Orleans|1992-07-20|9999-12-31|
BLA000023318^BLA0NA|P02^20070630_000000.|Physical|2750 Gause Boulevard||Slidell|LA|70461|9856393777||9856393725|Saint Tammany|2007-06-30|9999-12-31|USA
BLA000023318^BLA0NA|RMT^20000101_000000.|Mailing|Po  Box 54851||New Orleans|LA|70154|5048424190||5048427806||2000-01-01|9999-12-31|USA
BLA000023333^BLA0NA|P02^20140203_000000.|Physical|1401 Jefferson Hwy||New Orleans|LA|70121|5048424747||5048421242|Jefferson|2014-02-03|9999-12-31|USA
BLA000023333^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023561^BLA0NA|PRI^20050929_000000.|Physical|2621 North Dr|Ste B|Abbeville|LA|70510|3378981860||3378981861|Vermilion|2005-09-29|9999-12-31|USA
BLA000023561^BLA0NA|RMT^20000101_000000.|Mailing|2621 North Dr|Ste B|Abbeville|LA|70510|3378981860||3378981862||2000-01-01|9999-12-31|USA
BLA000023576^BLA0NA|P01^19950815_000000.|Physical|9001 Summa Ave||Baton Rouge|LA|70809-3726|2257615200||2257613270|East Baton Rouge|1995-08-15|9999-12-31|USA
BLA000023576^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54987||New Orleans|LA|70154|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000023664^BLA0NA|P01^20090701_000000.|Physical|1415 Avenue F||Bogalusa|LA|70427|9857351198||9857307037|Washington|2009-07-01|9999-12-31|USA
BLA000023664^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 700||Bogalusa|LA|70429-0700|9857351899|||Washington|2000-01-01|9999-12-31|USA
BLA000023672^BLA0NA|P01^20010618_000000.|Physical|7373 Perkins Rd||Baton Rouge|LA|70808-4326|2257694044||2252469130|East Baton Rouge|2001-06-18|9999-12-31|USA
BLA000023672^BLA0NA|RMT^20150612_000000.|Mailing|7373 Perkins Road||Baton Rouge|LA|70808|2252469738||2252469116|East Baton Rouge|2015-06-12|9999-12-31|
BLA000023689^BLA0NA|PRI^20130625_000000.|Physical|1011 Avenue F||Bogalusa|LA|70427|9857329940||9857329884|Washington|2013-06-25|9999-12-31|USA
BLA000023689^BLA0NA|RMT^20130625_000000.|Mailing|1011 Avenue F||Bogalusa|LA|70427|9857329940||9857329884|Washington|2013-06-25|9999-12-31|USA
BLA000023769^BLA0NA|PRI^20100811_000000.|Physical|613 Rue De Onetta||New Iberia|LA|70563|3373676776||3373677330|Iberia|2010-08-11|9999-12-31|USA
BLA000023769^BLA0NA|RMT^20100811_000000.|Mailing|613 Rue De Onetta||New Iberia|LA|70563|3373676776||3373677330|Iberia|2010-08-11|9999-12-31|USA
BLA000023783^BLA0NA|P02^20051214_000000.|Mailing|3905 Convention St||Baton Rouge|LA|70806-3806|2253877858||2253816980|East Baton Rouge|2005-12-14|9999-12-31|USA
BLA000023856^BLA0NA|P02^20051024_000000.|Physical|376 Main Street||Cankton|LA|70584|3376684141||3376684386|Saint Landry|2005-10-24|9999-12-31|USA
BLA000023856^BLA0NA|RMT^20000101_000000.|Mailing|376 Main St||Cankton|LA|70584|3376684141||3376684386||2000-01-01|9999-12-31|USA
BLA000023864^BLA0NA|P01^20080804_000000.|Physical|376 Main St||Cankton|LA|70584|3376684141||3376684386|Saint Landry|2008-08-04|9999-12-31|USA
BLA000023864^BLA0NA|P02^20051024_000000.|Physical|376 Main Street||Cankton|LA|70584|3376684141||3376684386|Saint Landry|2005-10-24|9999-12-31|USA
BLA000023864^BLA0NA|RMT^20000101_000000.|Mailing|376 Main St||Cankton|LA|70584|3376684141||3376684386||2000-01-01|9999-12-31|USA
BLA000024011^BLA0NA|P02^20140203_000000.|Physical|1401 Jefferson Hwy||New Orleans|LA|70121|5048424747||5048421242|Jefferson|2014-02-03|9999-12-31|USA
BLA000024011^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000024026^BLA0NA|P01^20060102_000000.|Physical|206 E Saint Peter St||Carencro|LA|70520|3378968422||3378969116|Lafayette|2006-01-02|9999-12-31|USA
BLA000024026^BLA0NA|RMT^20000101_000000.|Mailing|206 E Saint Peter St||Carencro|LA|70520|3378968422||3378969116|Lafayette|2000-01-01|9999-12-31|USA
BLA000024053^BLA0NA|P03^20081208_000000.|Physical|3848 Veterans Boulevard|Suite 101|Metairie|LA|70002|5048852505||5048852510|Jefferson|2008-12-08|9999-12-31|USA
BLA000024053^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54576||New Orleans|LA|70154|9856398811||9852594836|Orleans|2000-01-01|9999-12-31|USA
BLA000024113^BLA0NA|001^20131126_000000.|Physical|11312 Jefferson Highway||River Ridge|LA|70123|5044362223||5044362224|Jefferson|2013-11-26|9999-12-31|USA
BLA000024113^BLA0NA|P01^20170412_000000.|Physical|7017 LaPalco Boulevard||Marrero|LA|70072|5043718958||5043718963|Jefferson|2017-04-12|9999-12-31|
BLA000024113^BLA0NA|P02^20160101_000000.|Physical|1855 Ames Boulevard|Suite B|Marrero|LA|70072|5043414006||5044363665|Jefferson|2016-01-01|9999-12-31|
BLA000024113^BLA0NA|P10^20131126_000000.|Physical|5140 Church Street||Lafitte|LA|70067|5047628950|||Jefferson|2013-11-26|9999-12-31|USA
BLA000024113^BLA0NA|P11^20131126_000000.|Physical|11312 Jefferson Highway||River Ridge|LA|70123|5044362223||5044362224|Jefferson|2013-11-26|9999-12-31|USA
BLA000024113^BLA0NA|P12^20131126_000000.|Physical|3932 US Highway 90||Avondale|LA|70094|5044362223||5044362224|Jefferson|2013-11-26|9999-12-31|USA
BLA000024113^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 16576||Belfast|ME|04915|6174021000||8888644428|Waldo|2000-01-01|9999-12-31|USA
BLA000024130^BLA0NA|P02^20140203_000000.|Physical|1401 Jefferson Hwy||New Orleans|LA|70121|5048424747||5048421242|Jefferson|2014-02-03|9999-12-31|USA
BLA000024130^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000024142^BLA0NA|P04^20130116_000000.|Physical|1051 Gause Boulevard|Suite 280|Slidell|LA|70458|9856415523||9856459411|Saint Tammany|2013-01-16|9999-12-31|USA
BLA000024142^BLA0NA|P05^20130116_000000.|Physical|56 Starbrush Circle||Covington|LA|70433|9858710095||9858710529|Saint Tammany|2013-01-16|9999-12-31|USA
BLA000024142^BLA0NA|RMT^20000101_000000.|Mailing|1375 Corporate Square Drive||Slidell|LA|70458-3147|9856491152||9856491217|Saint Tammany|2000-01-01|9999-12-31|USA
BLA000024143^BLA0NA|P01^20160614_000000.|Physical|1051 Gause Blvd|Ste 260|Slidell|LA|70458|9856415523||9856459411|Saint Tammany|2016-06-14|9999-12-31|USA
BLA000024143^BLA0NA|P03^20091218_000000.|Physical|56 Starbrush Circle||Covington|LA|70433|9858710095||9856491217|Saint Tammany|2009-12-18|9999-12-31|USA
BLA000024143^BLA0NA|RMT^20000101_000000.|Mailing|1375 Corporate Square Drive||Slidell|LA|70458-3147|9856491152||9856491217|Saint Tammany|2000-01-01|9999-12-31|USA
BLA000024148^BLA0NA|P03^20140203_000000.|Physical|1401 Jefferson Hwy||New Orleans|LA|70121|5048424747||5048421242|Jefferson|2014-02-03|9999-12-31|USA
BLA000024148^BLA0NA|RMT^20000101_000000.|Mailing|PO  Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000024149^BLA0NA|P01^20160101_000000.|Physical|1221 S. Clearview Parkway|Building B Suite 414|New Orleans|LA|70121|5047364860||5048425489|Jefferson|2016-01-01|9999-12-31|
BLA000024149^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54851||New Orleans|LA|70154-4851|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000024175^BLA0NA|P01^20060803_000000.|Physical|206 E Saint Peter St||Carencro|LA|70520|3378968422||3378969116|Lafayette|2006-08-03|9999-12-31|USA
BLA000024175^BLA0NA|RMT^20000101_000000.|Mailing|206 E Saint Peter St||Carencro|LA|70520|3378968422||3378969116||2000-01-01|9999-12-31|USA
BLA000024185^BLA0NA|P02^20080317_000000.|Physical|205 Highland Park Plaza||Covington|LA|70433|9858718681||9858718684|Saint Tammany|2008-03-17|9999-12-31|USA
BLA000024185^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 1536||Mandeville|LA|70470-1536|9856356948||9858718684|Saint Tammany|2000-01-01|9999-12-31|USA
BLA000024286^BLA0NA|P01^20060101_000000.|Physical|30819 La Highway 16||Denham Springs|LA|70726-8905|2256642029||2256645486|Livingston|2006-01-01|9999-12-31|USA
BLA000024286^BLA0NA|RMT^20000101_000000.|Mailing|PO Box 54987||New Orleans|LA|70154|5048424190||5048427806|Orleans|2000-01-01|9999-12-31|USA
BLA000024321^BLA0NA|P02^20061228_000000.|Physical|4570 Bluebonnet Boulevard|Suite A|Baton Rouge|LA|70809|2257678550||2257678556|East Baton Rouge|2006-12-28|9999-12-31|USA
